Cluster,Credibility
0,0.5407943154422028
0,0.4621765096217651
0,0.0967741935483871
0,0.5407943154422028
0,0.2966101694915254
0,0.8509577307793846
0,0.6111111111111112
0,0.0
0,0.9826806046329014
0,0.0304054054054054
0,0.3354531001589825
0,0.4970869746150645
0,0.3072407045009784
0,0.0588235294117647
0,0.9927936821322804
0,0.1110147441457068
0,0.4470928132899964
0,0.6349206349206349
0,0.2962962962962963
0,0.1171875
0,0.9071950647086434
0,0.2894362186788154
0,0.3428571428571428
0,0.5404255319148936
0,0.0454545454545454
0,0.1685823754789272
0,0.2355212355212355
0,0.4102564102564102
0,0.4042981867024849
0,0.4274128142741281
0,0.1411290322580645
0,0.7031282370002072
0,0.2305295950155763
0,0.2351636161952301
0,0.1566791510611735
0,0.4727374929735806
0,0.9247524752475248
0,0.6037642885297596
0,0.5097276264591439
0,0.0869245837414299
0,0.1827203736135434
0,0.6303549571603427
0,0.1555217831813576
0,0.7149748537411474
0,0.2311643835616438
0,0.7122557726465364
0,0.695311004784689
0,0.7491455912508544
0,0.0818181818181818
0,0.6
0,0.488645514575616
0,0.1842105263157894
0,0.5407943154422028
0,0.256198347107438
0,0.1818181818181818
0,0.9165959510243666
0,0.4444795950648529
0,0.9285714285714286
0,0.1506849315068493
0,0.4616058713988388
0,0.2573696145124716
0,0.5407943154422028
0,0.1985428051001821
0,0.3660354552780016
0,0.3064833005893909
0,0.2835365853658536
0,0.5745526838966203
0,0.3988538681948424
0,0.5178693896212756
0,0.3263598326359833
0,0.28101644245142
0,0.1659836065573769
0,0.4061074061074061
0,0.5229572944951864
0,1.0
0,0.381619937694704
0,0.2724014336917563
0,0.1781773600326931
0,0.5407943154422028
0,0.4970869746150645
0,0.3582089552238806
0,0.0229885057471264
0,0.744429882044561
0,0.2444444444444444
0,0.2496746203904555
0,0.4333333333333333
0,0.0748044882692961
0,0.2879213483146067
0,0.9899078894673607
0,0.151033386327504
0,0.16
0,0.9345121566150932
0,0.4644808743169399
0,0.0
0,0.4883720930232558
0,0.9404570722668314
0,0.0806451612903225
0,0.6960932768019382
0,0.8872915468660151
0,0.8156578373115789
0,0.2112676056338028
0,0.3616398243045388
0,0.1828747222696974
0,0.094017094017094
0,0.0
0,0.2219512195121951
0,0.4996446844798181
0,0.5221843003412969
0,0.0
0,0.9633118492811106
0,0.3384615384615385
0,0.321285140562249
0,0.5072298014868066
0,0.9955593284541188
0,0.3824731732243229
0,0.4501553908677982
0,0.3974358974358974
0,0.4198295894655306
0,0.2402826855123674
0,0.4490960989533777
0,0.3130245570407212
0,0.0
0,0.5245473537604457
0,0.9625982719701096
0,0.1176470588235294
0,0.2186732186732186
0,0.4740776856817812
0,0.3980477223427331
0,0.5332126444784849
0,0.9367806775814556
0,0.5591397849462365
0,0.5766871165644172
0,0.813953488372093
0,0.5407943154422028
0,0.8760794473229706
0,0.2002336058735191
0,0.9320447921460346
0,0.1962616822429906
0,0.3918269230769231
0,0.9989202030018356
0,0.4792196776929601
0,0.7401960784313726
0,0.3255421008166713
0,0.8559273964832672
0,0.0517647058823529
0,0.2509053285049146
0,0.3333333333333333
0,0.9285714285714286
0,0.9992375504405115
0,0.3979591836734694
0,0.1545454545454545
0,0.3100275988960441
0,0.3333333333333333
0,0.9956502983679631
0,0.8559273964832672
0,0.4907766990291262
0,0.1728395061728395
0,0.2958199356913183
0,0.3171806167400881
0,0.7031282370002072
0,0.6925675675675675
0,0.184
0,0.5080721747388414
0,0.9285714285714286
0,0.1555217831813576
0,0.5817610062893082
0,0.25
0,0.5602409638554217
0,0.997567818289152
0,0.4930804715530497
0,0.2393822393822393
0,0.213953488372093
0,0.3988538681948424
0,0.5047720042417816
0,0.2131147540983606
0,0.8
0,0.4893037728510307
0,0.2402597402597402
0,0.8636067708333334
0,0.8885068048626921
0,0.2409722222222222
0,0.2108317214700193
0,0.9285714285714286
0,0.3562913907284768
0,0.0457831325301204
0,0.9285714285714286
0,0.2108036890645586
0,0.2893617021276595
0,0.1860465116279069
0,0.4883720930232558
0,0.486822568671121
0,0.3153526970954357
0,0.1933333333333333
0,0.0529411764705882
0,0.2075471698113207
0,0.125
0,0.0983213429256594
0,0.6238532110091743
0,0.9708250088141968
0,0.5975286849073257
0,0.4974789915966386
0,0.28
0,0.9406353802912868
0,0.7777777777777778
0,1.0
0,0.3988538681948424
0,0.6518774910845395
0,0.0476190476190476
0,0.5374449339207048
0,0.1198630136986301
0,0.3123741329156411
0,0.1862835959221501
0,0.1647460520699957
0,0.1003401360544217
0,0.2582378223495702
0,0.5407943154422028
0,0.8559273964832672
0,0.9664022981327672
0,0.0405561993047508
0,0.9419775014801658
0,1.0
0,0.1356589147286821
0,0.4905704671727052
0,0.8904253857777371
0,0.2944038929440389
0,0.2452830188679245
0,0.2938388625592417
0,0.3171806167400881
0,0.3967576791808874
0,0.2262706674831598
0,0.5786163522012578
0,0.9360102156640182
0,0.5162531728486041
0,0.2056962025316455
0,0.6516113573739067
0,0.1068883610451306
0,0.0806451612903225
0,0.1785714285714285
0,0.2975460122699386
0,0.1827203736135434
0,0.9199701133203272
0,0.5
0,0.5491329479768786
0,0.3732590529247911
0,0.1329561527581329
0,0.4562285109759323
0,0.0879080795185117
0,0.3378083924931468
0,0.1574074074074074
0,0.3491786958685913
0,0.9285714285714286
0,0.5722543352601156
0,0.4151440329218107
0,0.0771349862258953
0,0.1333333333333333
0,0.9633118492811106
0,0.2435897435897435
0,0.9572813057893396
0,0.2778993435448578
0,0.3505154639175257
0,0.5025925925925926
0,0.6889632107023411
0,0.5
0,0.5668940967072086
0,0.3311081441922563
0,0.8014184397163121
0,0.2835820895522388
0,0.6806358381502889
0,0.4063025210084033
0,0.2903225806451613
0,0.1138497652582159
0,0.198
0,0.0416666666666666
0,0.3877221324717286
0,0.5323275862068966
0,0.9285714285714286
0,0.2105263157894736
0,0.1778115501519757
0,0.1016483516483516
0,0.4903460837887067
0,0.9818042478651192
0,0.9885896154453154
0,0.4974727321096036
0,0.41280353200883
0,0.1538461538461538
0,0.5031757233592096
0,0.9678034819937992
0,0.9452016517122545
0,0.3824731732243229
0,0.5000656254101589
0,0.3432835820895522
0,0.2580645161290322
0,0.5725369691180578
0,0.168141592920354
0,0.3132546842470506
0,0.52116850127011
0,0.7045585689555683
0,0.3976051581209702
0,0.4587628865979381
0,0.2814498933901919
0,0.1351351351351351
0,0.1537688442211055
0,0.4995032514450867
0,0.5407943154422028
0,0.5127322780454233
0,0.4029850746268656
0,0.5766871165644172
0,0.1827203736135434
0,0.3747591522157996
0,0.2800829875518672
0,0.1134020618556701
0,0.1715513872606487
0,0.1257763975155279
0,0.4769180754226267
0,0.1597444089456869
0,0.6837797619047619
0,0.501655917727035
0,0.205919796308084
0,0.6868901145523971
0,0.8902517753389283
0,0.1904761904761904
0,0.253012048192771
0,0.4621765096217651
0,0.2458291457286432
0,0.2419984387197502
0,0.896452790818988
0,0.5407943154422028
0,0.4952685777901475
0,0.0413793103448275
0,0.1714285714285714
0,0.2545454545454545
0,0.1483253588516746
0,0.9285714285714286
0,0.2675438596491228
0,0.5000600168047054
0,0.1818181818181818
0,0.5072298014868066
0,0.4655172413793103
0,0.3129770992366412
0,0.7826086956521741
0,0.3142313385493762
0,0.7328451315432601
0,0.1812865497076023
0,0.1488736532810969
0,0.1557377049180328
0,0.1458333333333333
0,0.9835108210237032
0,0.1565495207667731
0,0.8374203040706228
0,0.5177777777777778
0,0.2744360902255639
0,0.2237903225806451
0,0.2435897435897435
0,0.0897009966777408
0,1.0
0,0.9285714285714286
0,0.1605504587155963
0,0.9803698206672276
0,0.1794588625069022
0,0.5899307296599625
0,0.7052003234074762
0,0.4998989898989899
0,0.0229885057471264
0,0.7482517482517482
0,0.6846361185983828
0,0.1180428134556575
0,0.3333333333333333
0,0.6036745406824147
0,0.5126286248830683
0,0.4998989898989899
0,0.12
0,0.5002429221324146
0,0.3488372093023256
0,0.435785536159601
0,0.3058035714285714
0,0.9285714285714286
0,0.9582924172900784
0,0.0526315789473684
0,0.4561955469506292
0,0.3128430296377607
0,0.6899175649968294
0,0.2158351409978308
0,0.2544378698224852
0,0.5407943154422028
0,0.1911764705882352
0,0.5407943154422028
0,0.1483516483516483
0,0.4970869746150645
0,0.2002752924982794
0,0.1304347826086956
0,0.6934523809523809
0,0.1
0,0.3171806167400881
0,0.0
0,0.744429882044561
0,0.1160033869602032
0,0.8896160558464223
0,0.3171806167400881
0,0.1362397820163488
0,0.95
0,0.0798611111111111
0,0.4548127316886105
0,0.4329268292682927
0,0.1584615384615384
0,0.7562043795620438
0,0.5001666527789351
0,0.5072298014868066
0,0.2628497072218607
0,0.1669341894060995
0,0.3318965517241379
0,0.6044420941300899
0,0.3595760787282361
0,0.7031282370002072
0,0.6395711376940697
0,0.3333333333333333
0,0.2611940298507462
0,0.9238053718908183
0,0.9415793618595328
0,0.2958199356913183
0,0.4930804715530497
0,0.5126286248830683
0,0.2673267326732673
0,0.1100601891659501
0,0.5066981875492513
0,0.2559139784946236
0,0.3171806167400881
0,0.2020618556701031
0,0.1917808219178082
0,0.2314785373608903
0,0.1363636363636363
0,0.5407943154422028
0,0.2060957910014513
0,0.6666666666666666
0,0.1301775147928994
0,0.048780487804878
0,0.1666666666666666
0,0.2615531205335874
0,0.3198294243070362
0,1.0
0,0.3333333333333333
0,0.3246753246753247
0,0.1395348837209302
0,0.3009259259259259
0,0.5225603357817419
0,0.9986385791163108
0,0.3424657534246575
0,0.9256976864820002
0,0.2916666666666667
0,0.9406353802912868
0,0.2632258064516129
0,0.2517482517482518
0,0.2805755395683453
0,0.1123919308357348
0,0.9927685739382672
0,0.3824731732243229
0,0.9256198347107438
0,0.3300492610837438
0,0.008695652173913
0,0.065084226646248
0,0.2357723577235772
0,0.9406353802912868
0,0.238095238095238
0,0.1639722863741339
0,0.5407943154422028
0,0.5894736842105263
0,0.5072298014868066
0,0.4382566585956416
0,0.387517146776406
0,0.3414634146341463
0,0.1214833759590792
0,0.12
0,0.9757279549137602
0,0.2539682539682539
0,0.3
0,0.1331828442437923
0,0.3020833333333333
0,0.246508803885853
0,0.2077922077922078
0,0.5338345864661654
0,0.0272727272727272
0,0.1490486257928118
0,0.08
0,0.4492273730684327
0,0.0463576158940397
0,0.2687704026115343
0,0.5047268610246249
0,0.4874551971326165
0,0.4216730038022813
0,0.7878787878787878
0,0.4998268098372012
0,0.1334882520010328
0,0.4938366718027735
0,0.4216730038022813
0,0.6176470588235294
0,0.5
0,0.1919191919191919
0,0.2581648522550544
0,0.2739225712198685
0,0.2684466019417476
0,0.3650927487352445
0,0.3541666666666667
0,0.1040372670807453
